"src","tgt"
"An older gentleman stands along the shore of an immense lake with a cityscape across the water .","Ein älterer Herr steht am Ufer eines riesigen Sees , an dessen anderem Ufer ein Stadtbild zu sehen ist ."
"A woman with an umbrella following a car on a billboard .","Eine Frau mit einem Schirm , die einem Auto auf einer Plakatwand folgt ."
"Little boy in yellow shirt is climbing out of a plastic playground tunnel .","Ein kleiner Junge mit gelbem Hemd klettert aus einem gelben Spielplatztunnel aus Kunststoff ."
"A man is loading Vons shopping carts onto a truck .","Ein Mann lädt Vons @-@ Einkaufswagen auf einen Lkw ."
"A kid walks on a snowy hill with their arms out .","Ein Kind geht mit ausgestreckten Armen auf einem verschneiten Hügel ."
"A large dog stands in the water .","Ein großer Hund steht im Wasser ."
"A lady in a black coat and a gray scarf is carrying shopping bags .","Eine Dame mit schwarzem Mantel und grauem Schal trägt Einkaufstüten ."
"A mother is reaching down for her child on a sidewalk .","Eine Mutter auf einem Bürgersteig bückt sich nach ihrem Kind ."
"Two Chicago police officers are talking , while viewing a work site from above .","Zwei Chicagoer Polizisten betrachten einen Arbeitsort von oben und sprechen miteinander ."
"A man is playing his guitar at Joe 's Cafe .","Ein Mann spielt in Joe ' s Cafe Gitarre ."
"Women are shopping at an outdoor market with oranges on display .","Frauen kaufen auf einem Markt , auf dem Orangen angeboten werden , unter freiem Himmel ein ."
"A little girl sits in a highchair , looking unhappy .","Ein kleines Mädchen sitzt in einem Hochstuhl und schaut unglücklich drein ."
"A man walking toward a bicycle chained to a post in front of a large window in the early evening .","Ein Mann geht am frühen Abend zu einem Fahrrad , das an einem Pfosten vor einem großen Fenster angekettet ist ."
"Woman sweeps the area in front of a store .","Eine Frau kehrt einen Bereich vor einem Geschäft ."
"A man operates a piece of machinery as another worker in an orange vest watches .","Ein Mann bedient eine Maschine und ein anderer Arbeiter in orangefarbener Weste sieht zu ."
"A man with a beard and long hair plays the guitar .","Ein Mann mit Bart und langen Haaren spielt Gitarre ."
"A young boy walking in the park dressed in dark clothes and dark cap .","Ein Junge mit dunkler Kleidung und dunkler Mütze geht durch den Park ."
"People sit at the outdoor tables under a brown awning in a rural setting .","Mehrere Personen sitzen unter einem braunen Sonnensegel in einer ländlichen Umgebung an Tischen im freien ."
"A woman wearing a pink crash helmet has a tattoo of a native American on her shoulder .","Eine Frau mit einem rosafarbenen Sturzhelm hat eine Tätowierung eines Native American auf der Schulter ."
"Construction workers work on an old building .","Bauarbeiter arbeiten an einem alten Gebäude ."
"Four dogs play with each other and with sticks .","Vier Hunde spielen miteinander und mit Stöcken ."
"An Asian woman is posing on the pier near a boat on the water .","Eine asiatische Frau posiert auf dem Pier in der Nähe eines Boots auf dem Wasser ."
"A man in a blue shirt is watching three trucks that are being swept away by flood waters .","Ein Mann mit blauem Hemd beobachtet drei Lkws , die von Wasserfluten weggespült werden ."
"A man riding a bike in front of a building .","Ein Mann vor einem Gebäude , der Motorrad fährt ."
"A black and brown dog jumping in midair near a field .","Ein schwarz @-@ brauner Hund , der bei einem Feld in die Luft gesprungen ist ."
"A man is standing in the Tourist @-@ Info store .","Ein Mann steht im Laden der Touristeninformation ."
"Some people in desert garb are standing on and next to rugs and cloth .","Einige Personen in Wüstenkleidung stehen auf und neben Teppichen und Stoffen ."
"Black dog in the yard at night .","Ein schwarzer Hund nachts im Hof ."
"A man wearing a dark blue hat sits on the ground and leans against a building .","Ein Mann mit einer dunkelblauen Mütze sitzt auf dem Boden und lehnt sich gegen ein Gebäude ."
"A black cat hugging a white and gray dog .","Eine schwarze Katze , die mit einem weiß @-@ grauen Hund schmust ."
"A man is playing the guitar while another man plays the drums in front of a crowd of people .","Vor einer Menschenmenge spielt ein Mann spielt Gitarre , und ein anderer Mann spielt Schlagzeug ."
"Child wearing a red shirt sits on a rock in the water .","Ein Kind mit einem roten Oberteil sitzt auf einem Felsen im Wasser ."
"A group of people in silhouette play on a beach as the surf rolls in .","Eine als Silhouette sichtbare Personengruppe spielt am Strand , während die Wellen hereinkommen ."
"A young girl plays in her pink toy kitchen .","Ein junges Mädchen spielt in ihrer rosafarbenen Spielzeugküche ."
"A well dressed , dark @-@ haired , dark @-@ skinned young man wearing earbuds sits and rests against a tree .","Ein gut angezogener dunkelhaariger dunkelhäutiger junger Mann mit Ohrstöpseln sitzt an einen Baum angelehnt ."
"A black dog chases a boy wearing red and blue .","Ein schwarzer Hund verfolgt einen rot und blau gekleideten Jungen ."
"Two big dogs wade in the ocean","Zwei große Hunde waden im Meer ."
"Man on a pier looks at two dogs standing in shallow water .","Ein Mann auf einer Pier blickt auf zwei Hunde , die im flachen Wasser stehen ."
"Two women in white headscarves read a text message in front of a busy store .","Zwei Frauen mit weißen Kopftüchern vor einem vielbesuchten Geschäft lesen eine SMS ."
"Two young men wearing matching clothing smiling .","Zwei junge Männer mit zueinander passender Kleidung , die lächeln ."
"A brown and white dog running in a field of grass .","Ein braun @-@ weißer Hund , der auf einem Stück Gras rennt ."
"A man is touching a large metal structure .","Ein Mann berührt ein großes Metallbauwerk ."
"Young men wave flags in a crowd outside of a glassy building .","Junge Männer schwenken in einer Menschenmenge vor einem verglasten Gebäude Fahnen ."
"A male is holding several Tehelka newspapers about a murder .","Eine männliche Person , die mehrere Tehelka @-@ Zeitungen über einen Mord in der Hand hält ."
"African American man with shopping bag standing in a blue phone booth .","Ein afroamerikanischer Mann mit einer Einkaufstüte , der in einer blauen Telefonkabine steht ."
"Man with a painted white face blowing a whistle .","Ein Mann mit angemaltem weißem Gesicht , der auf einer Pfeife bläst ."
"Man wearing a red shirt is waiting in line at a restaurant .","Ein Mann mit rotem Hemd steht bei einem Restaurant Schlange ."
"A black and brown dog running in a field","Ein schwarz @-@ brauner Hund , der in einem Feld rennt ."
"A man in a black jacket is holding a little girl 's hand while walking down the city street","Ein Mann mit schwarzer Jacke geht die Straße einer Stadt entlang und hält die Hand eines kleinen Mädchens ."
"A woman with a blue shirt is reading to her son .","Eine Frau mit blauem Oberteil liest ihrem Sohn vor ."
"A handicapped person with one leg skiing down a mountain with other mountains in the background .","Eine behinderte Person mit einem Bein , die an einem Berghang Ski fährt , mit anderen Bergen im Hintergrund ."
"Man with rickshaw bike full of ripe bananas .","Ein Mann mit einem Rikscha @-@ Fahrrad voller reifer Bananen ."
"A man is standing on a street in the rain , he is holding an umbrella .","Ein Mann steht auf der Straße im Regen und hält einen Regenschirm ."
"People working in a kitchen preparing food .","Personen in einer Küche bereiten Essen zu ."
"Two young children skate across the ice holding hockey sticks .","Zwei Kinder fahren mit Schlittschuhen über das Eis und halten Hockeystöcke ."
"Two surfers walk along a rock wall to reach the waves .","Zwei Surfer gehen eine Felswand entlang , um zu den Wellen zu gelangen ."
"A man in a tropical enviorment holding a camera to his face .","Ein Mann in einer tropischen Umgebung hält eine Kamera vor sein Gesicht ."
"A group of people sitting around on a couch , one holding a cat .","Eine Personengruppe sitzt auf einem Sofa herum , eine Person hält eine Katze ."
"Three men are standing outside and one is holding a shovel full of dirt .","Drei Männer stehen draußen und einer hält eine Schaufel voll Erde ."
"Three construction workers working on something .","Drei Bauarbeiter , die an etwas arbeiten ."
"Two people hang from safety ropes over a giant cliff .","Zwei Personen hängen an Sicherungsseilen über einen riesigen Felsen ."
"Two women and a man smile for the camera .","Zwei Frauen und ein Mann lächeln für die Kamera ."
"A man lays on a wood ramp while another holds a fishing pole .","Ein Mann liegt auf einer Holzrampe , ein anderer hält eine Angelrute ."
"Two kids playing with each other outside .","Zwei Kinder spielen draußen miteinander ."
"A group of people wearing jackets are gathered on the sidewalk .","Eine Gruppe von Personen , die Jacken tragen , ist auf dem Bürgersteig versammelt ."
"A group of men are planting a tree .","Mehrere Männer pflanzen einen Baum ."
"A group and men and women are planting a leafless tree .","Eine aus Männern und Frauen bestehende Gruppe pflanzt einen Baum ohne Blätter ."
"Two men move dirt around a young tree .","Zwei Männer bewegen Erde um einen jungen Baum herum ."
"Two young women standing outside a blue door , one smoking a cigarette .","Zwei junge Frauen stehen draußen vor einer blauen Tür , eine davon raucht eine Zigarette ."
"Hockey players waiting to start playing the game .","Hockeyspieler , die darauf warten , das Spiel zu beginnen ."
"A fireman on a ladder fixing a telephone pole with flames in the background .","Ein Feuerwehrmann auf einer Leiter , der einen Telefonmasten befestigt , mit Flammen im Hintergrund ."
"Old hands are working on a task .","Alte Hände arbeiten an etwas ."
"A man and woman dressed in punk rock style clothing are seen crossing the street during the daytime .","Ein Mann und eine Frau in Punk @-@ Rock @-@ Kleidung überqueren bei Tag die Straße ."
"A woman in a gas mask is using a sewing machine .","Eine Frau , die eine Gasmaske trägt , benutzt eine Nähmaschine ."
"A brown and white dog is walking up snowy steps .","Ein braun @-@ weißer Hund geht verschneite Stufen hoch ."
"Commuters on a train going to work","Pendler , die zur Arbeit fahren , in einem Zug"
"A woman in a purple dress plays with her hair while waiting in a lobby .","Eine Frau in einem violettem Kleid wartet in einer Eingangshalle und spielt mit ihren Haaren ."
"Baby in the water being held up by an adult 's arms .","Ein Baby im Wasser , das von den Armen eines Erwachsenen hochgehalten wird ."
"A crowd of people standing next to a seafood stand .","Eine Menschenmenge , die neben einem Meeresfrüchtestand steht ."
"A child is wearing jeans and a white sweater .","Ein Kind trägt Jeans und einen weißen Pullover ."
"A little girl in a pink hat is in a lush green field walking an ox .","Ein kleines Mädchen mit einer rosafarbenen Kopfbedeckung in einem üppig grünen Feld , das einen Ochsen führt ."
"A man examining something under a magnifying lens .","Ein Mann der etwas unter einem Vergrößerungsglas betrachtet ."
"A child poses in the snow holding a partially formed piece of snow .","Ein Kind im Schnee hält ein teilweise geformtes Stück Schnee für die Kamera ."
"A young girl in a flowery dress surrounded by watermelons","Ein Mädchen in einem geblümten Kleid , umgeben von Wassermelonen"
"Group of children and adults ride bicycles on a dirt road in the woods .","Eine Gruppe Kinder und Erwachsene fahren auf einer unbefestigten Straße im Wald Fahrrad ."
"A woman wearing all blue hits a ball very hard while playing tennis .","Eine ganz in Blau gekleidete Frau beim Tennisspiel schlägt einen Ball sehr hart ."
"Toddler boy wearing airplane shirt , in stroller with large beads .","Ein männliches Kleinkind mit einem Flugzeug @-@ Oberteil in einem Sportwagen mit großen Perlen ."
"A man working on a steam engine with a water tower in the background .","Ein Mann , der an einer Dampflok arbeitet , mit einem Wasserturm im Hintergrund ."
"A couple sits to watch the sunset from a bridge .","Ein Paar sitzt auf einer Brücke und beobachtet den Sonnenuntergang ."
"A man dressed in black is standing above a white dog .","Ein schwarz gekleideter Mann steht über einem weißen Hund ."
"A young boy in a blue shirt releases his bowling ball down the lane in a bowling alley .","Ein Junge mit blauem Hemd lässt eine Bowling @-@ Kugel die Bahn entlang kullern ."
"A young boy in pajamas sleeps on a couch .","Ein Junge im Schlafanzug schläft auf einem Sofa ."
"Two bald men on a park bench wearing small yellow traffic cones .","Zwei glatzköpfige Männer auf einer Parkbank , die kleine gelbe Kegel tragen ."
"A man is walking his horse on a racetrack .","Ein Mann führt sein Pferd auf der Rennbahn ."
"A light brown dog jumping over a hurdle that has fire on each end .","Ein hellbrauner Hund springt über eine Hürde , an deren einem Ende Feuer ist ."
"A dog jumps through a black hulahoop .","Ein Hund spring durch einen schwarzen Hula @-@ Hoop @-@ Reifen ."
"A bearded Caucasian male is standing in a black suit with a purple tie .","Ein bärtiger kaukasischer Mann steht in einem schwarzen Anzug mit violetter Krawatte da ."
"A bald man is cooking on a stove , throwing a stabbed fish in a pan .","Ein kahler Mann kocht auf einem Herd und wird einen aufgespießten Fisch in die Pfanne ."
"A large brown dog standing on his hind legs next to a woman .","Ein großer brauner Hund , der neben einer Frau auf den Hinterbeinen steht ."
"A man riding a bus passes a man on the sidewalk .","Ein Mann , der in einem Bus mitfährt , fährt an einem Mann auf dem Bürgersteig vorbei ."
"A man in an orange vest and a cap stands outside a ladies ' bathroom .","Ein Mann mit orangefarbener Weste und Mütze steht vor einer Damentoilette ."
"Two boys in running clothes stretching .","Zwei Jungen in Laufkleidung , die sich dehnen ."
"A man in a chef uniform cooking in a restaurants kitchen .","Ein Mann in einer Koch @-@ Uniform , der in einer Restaurantküche kocht ."
"Three men talking to each other and drinking .","Drei Männer die trinken und miteinander reden ."
"A young Jewish boy sits in a chair at a party .","Ein jüdischer Junge sitzt auf einer Party in einem Sessel ."
"A person crouches under a yellow umbrella on the beach .","Eine Person hockt unter einem gelben Schirm am Strand ."
"Young girls are running along in a park .","Mädchen rennen in einem Park ."
"A group of women is standing around outside talking .","Eine Gruppe von Frauen , die draußen herumstehen und reden ."
"An older man wearing a brown jacket and a hat stands outside and reaches into his pocket .","Ein älterer Mann mit brauner Jacke und Mütze steht im Freien und fasst in seine Tasche ."
"Two young women are reading from a paper into a microphone .","Zwei junge Frauen lesen etwas von einem Papier ab und sprechen in ein Mikrofon ."
"Many people talking and eating at an event during the day .","Viele Personen , die auf einer tagsüber stattfindenden Veranstaltung reden und essen ."
"A woman in a red apron cooking in the kitchen .","Eine Frau mit roter Schürze , die in der Küche kocht ."
"A man and a woman show support for the campaign of Mike Huckabee as they hold up a sign .","Ein Mann und eine Frau unterstützen die Kampagne von Mike Huckabee und halten ein Schild hoch ."
"A early @-@ bald man puts on a carved wooden mask .","Ein Mann , der früh seine Haare verloren hat , setzt eine geschnitzte Holzmaske auf ."
"A baby is playing with a long bead necklace on the floor .","Ein Baby spielt auf dem Boden mit einer langen Perlenkette ."
"A mother and son are sitting together on a bed .","Eine Mutter und ihr Sohn sitzen zusammen auf einem Bett ."
"A man carries a picket sign that resembles a restaurant menu , while a woman in a pink , printed sweatshirt gives an exaggerated pout .","Ein Mann trägt ein Plakat , das ein Menü im Restaurant wiedergibt , während eine Frau mit einem rosafarbenen bedruckten Sweatshirt eine übertriebene Schnute zieht ."
"A woman in a black shirt and red apron is preparing food .","Eine Frau mit schwarzem Oberteil und roter Schürze bereitet Essen zu ."
"Two woman wearing dresses are standing outside on the grass while one of them is holding a cup and saucer .","Zwei Frauen in Kleidern stehen draußen auf dem Gras , und eine von ihnen hält eine Tasse und Untertasse ."
"Two people dressed up having a conversation in front of a table .","Zwei Personen , die sich fein gemacht haben , unterhalten sich vor einem Tisch ."
"An elderly woman and another younger woman greeting each other .","Eine ältere Frau und eine jüngere Frau grüßen einander ."
"Men and women outside holding hands to form circles .","Männer und Frauen im Freien , die sich an den Händen halten , um Kreise zu bilden ."
"A brown dog is sitting near a large rock .","Ein brauner Hund sitzt in der Nähe eines großen Felsens ."
"Two People enjoy the Ocean while under an umbrella .","Zwei Personen befinden sich unter einem Schirm und genießen das Meer ."
"A man in white wearing a Yarmulke is in front of a microphone with several other men in the background .","Ein weiß gekleideter Mann mit Scheitelkäppchen vor einem Mikrofon und mehrere andere Männer im Hintergrund ."
"Several people selecting food and desert items from an outdoor buffet .","Mehrere Personen wählen Speisen und Desserts von einem im Freien aufgebauten Buffet aus ."
"Two women , one in white @-@ rimmed sunglasses and a green skirt , the other in a longer navy skirt , converse with each other .","Zwei Frauen , eine mit einer Sonnenbrille mit weißem Rahmen und einem grünen Kleid , die andere in einem längeren marineblauen Kleid , unterhalten sich miteinander ."
"A female is standing with two males talking to them .","Eine weibliche Person steht herum , während zwei männliche Personen zu ihr sprechen ."
"Man about to hit a tennis ball with 3 seconds left .","Ein Mann , der kurz davor ist , einen Tennisball zu treffen , in 3 Sekunden wird es so weit sein ."
"A man in glasses relaxing with his feet up .","Ein Mann mit Brille , der sich mit hochgelegten Beinen entspannt ."
"A man and woman are at the ruins reading a guidebook .","Ein Mann und eine Frau bei Ruinen lesen einen Reiseführer ."
"A baby with two fingers up its nose , covered in chocolate pudding","Ein über und über mit Schokoladenpudding verschmiertes Baby mit zwei Fingern in der Nase"
"A man wearing a black and white jump suite is jogging down a road .","Ein Mann mit schwarz @-@ weißem Overall joggt einer Straße entlang ."
"Two men working on laptops in front of an ornate fireplace .","Zwei Männer , die vor einem prachtvollen Kamin an Laptops arbeiten ."
"A man wearing a tracksuit is standing against a pole while other people sit , listening to something through earphones .","Ein Mann im Jogginganzug steht gegen eine Pfosten gelehnt , während andere Personen sitzen und etwas über ihre Kopfhörer hören ."
"Many dogs race around the track .","Viele Hunde rennen auf der Rennstrecke ."
"A small nude black child is standing on the beach with his feet barely in the water .","Ein kleines nacktes schwarzes Kind steht am Strand , die Füße berühren gerade so das Wasser ."
"A woman is talking on her cellphone outside .","Eine Frau spricht im Freien am Handy ."
"A woman in a public place wearing a yellow tank top holding a bottle of water looking over her shoulder","Eine Frau an einem öffentlichen Ort mit einem gelben Pullunder , die eine Flasche Wasser hält und über die Schulter blickt"
"A beautiful sunset with three people in a boat on the lake .","Ein schöner Sonnenuntergang mit drei Menschen in einem Boot auf dem See ."
"The man is climbing up a steep snowy mountain .","Der Mann klettert einen steilen verschneiten Berg hoch ."
"A group of band members are performing on the streets of another country .","Mehrere Bandmitglieder spielen auf den Straßen eines anderen Landes ."
"The dogs are playing with a tennis ball in the yard .","Die Hunde spielen im Hof mit einem Tennisball ."
"Tired from reading his book , a young man in a striped shirt takes a nap in the library .","Müde vom Lesen , ist ein junger Mann mit gestreiftem Hemd in der Bibliothek eingeschlafen ."
"A small dog on a chain leash stands in a shadowed hallway alone .","Ein kleiner Hund an einer Kettenleine steht alleine in einem schattigen Flur ."
"Four people are in some type of cement building with the number 93 painted on the wall .","Vier Personen in einer Art Zementgebäude , wo die Nummer 93 auf die Wand gemalt ist ."
"Lille boy standing behind a glass door wearing a red hat and black jacket with a woman standing just out of his sight on the sidewalk .","Ein kleiner Junge mit roter Mütze und blauer Jacke steht hinter einer Glastür , während eine Frau auf dem Bürgersteig gerade nicht mehr in seiner Sichtweite steht ."
"Bike riders pass an ornate building with a clock .","Motorradfahrer fahren an einem prachtvollen Gebäude mit einer Uhr vorbei ."
"A man with glasses and a red backpack standing in front of a brick wall","Ein Mann mit Brille und rotem Rucksack steht vor einer Ziegelwand ."
"Riding a red motorcycle , with appropriate equipment .","Die Person fährt ein rotes Motorrad , mit der entsprechenden Ausrüstung ."
"Two men gather in the lobby of a building .","Zwei Männer treffen sich in der Lobby eines Gebäudes ."
"Two people are walking in a desert .","Zwei Personen gehen durch eine Wüste ."
"A man sprays a cement truck with a hose at a curbside as a man walks by .","Ein Mann bespritzt einen Betonmischer am Straßenrand mit einem Schlauch , während ein Mann vorbei geht ."
"A man shovels snow in front of a house .","Ein Mann schaufelt vor einem Haus Schnee ."
"An older man wearing a winter coat and jeans stands in front of a large , wheeled flower cart .","Ein älterer Mann mit Wintermantel und Jeans steht vor einem großen Blumenkarren ."
"The young basketball player moves into the front court .","Der junge Basketballspieler bewegt sich zum vorderen Teil des Platzes ."
"Scantily clad woman in black waits in a restaurant with other patrons .","Eine spärlich bekleidete Dame in Schwarz bedient Kunden in einem Restaurant ."
"The lady in pink is walking past someone holding flowers .","Die rosa gekleidete Dame hält Blumen und geht an jemanden vorbei ."
"A few men are sitting on chairs and standing under a large red umbrella .","Ein paar Männer sitzen auf Stühlen und stehen unter einem großen roten Schirm ."
"A woman is selling vegetables on the street .","Eine Frau verkauft auf der Straße Gemüse ."
"A guy wearing a parka is walking on an empty sidewalk .","Ein Mann mit Parka geht auf einem leeren Bürgersteig ."
"A girls soccer team goes into a huddle .","Ein Mädchen @-@ Fußballteam drängt sich zusammen ."
"Two men are sawing a board of wood trying to complete their project , while one of those two men smokes a cigarette .","Zwei Männer sägen ein Holzbrett und versuchen , ihr Projekt abzuschließen , während einer dieser Männer eine Zigarette raucht ."
"A man carries a tray of glasses .","Ein Mann trägt ein Tablett mit Gläsern ."
"A bald man running on a treadmill in a white shirt and striped shorts .","Ein glatzköpfiger Mann mit weißem Hemd und gestreiften kurzen Hosen rennt auf einem Laufband ."
"Group of men grinding stone in poor conditions .","Eine Gruppe Männer in schlechtem Zustand , die Steine schleifen ."
"Two men in a garage are fixing the engine of a car .","Zwei Männer in einer Garage reparieren den Motor eines Autos ."
"A surfer by a bridge in foggy conditions","Ein Surfer in der Nähe einer Brücke im Nebel"
"A young girl is sliding down a snow slope in a red sled .","Ein Mädchen in einem roten Schlitten fährt einen Schneehügel hinunter ."
"A local artist expresses herself on a wall at the side of a street .","Eine örtliche Künstlerin ist auf einer Mauer an der Seite der Straße kreativ ."
"One woman painting the other one 's face for a carnival .","Eine Frau , die das Gesicht der anderen für einen Karneval anmalt ."
"A woman pulls an inflatable boat into the water .","Eine Frau zieht ein Schlauchboot ins Wasser ."
"A woman holding a water bottle is running on the beach .","Eine Frau mit einer Wasserflasche rennt am Strand entlang ."
"Many people of Indian descent wearing bright , colorful clothing & amp ; walking up steep flights of stairs .","Viele Personen indischer Abstammung mit heller , bunter Kleidung , die steile Treppen hinaufgehen ."
"A big black dog carries a blue ball while two Corgis run at his side .","Ein großer schwarzer Hund trägt einen blauen Ball , während zwei Corgis neben ihm rennen ."
"A little boy is watching a palace guard stand outside a little black hut .","Ein kleiner Junge beobachtet eine Palastwache , die vor einer kleinen schwarzen Hütte steht ."
"Two dogs are playing in the white snow .","Zwei Hund spielen im weißen Schnee ."
"Two middle @-@ aged men play guitar on a stage .","Zwei Männer mittleren Alters spielen auf einer Bühne Gitarre ."
"An old woman walking along a sidewalk with buildings that are littered with graffiti .","Eine ältere Frau , die auf einem Bürgersteig an mit Graffitis bedeckten Gebäuden vorbeigeht ."
"Some kids wearing white and red are playing soccer .","Weiß und rot gekleidete Kinder spielen Fußball ."
"A man in an apron stands in a kitchen working an industrial mixing bowl .","Ein Mann mit einer Schürze steht in einer Küche und bedient eine professionelle Küchenmaschine ."
"A group of people are outside a brick building .","Mehrere Personen stehen vor einem Ziegelgebäude ."
"A view of a European cityscape full of many passersby .","Ein europäisches Stadtbild voller Passanten ."
"A boy with a red backpack walking along a trail .","Ein Junge mit rotem Rucksack , der auf einem Wanderweg geht ."
"A woman with a panda hat and headphones is in front of a man outside in the snow .","Eine Frau mit einer Pandamütze und Kopfhörern vor einem Mann , draußen im Schnee ."
"Guy jumping in front of some interesting wall art .","Ein Mann der vor einem interessanten Wandobjekt hochspringt ."
"A toddler shovels a snowy driveway with a bright orange shovel .","Ein Kleinkind schaufelt mit einer leuchtend orangefarbenen Schaufel auf einer verschneiten Zufahrt ."
"A young man with a happy expression is tossing bits of colored paper into the air .","Ein junger Mann mit glücklichem Gesichtsausdruck wirft bunte Papierstücke in die Luft ."
"A man in a plaid shirt is throwing a hatchet at a wall in his garage .","Ein Mann mit kariertem Hemd wirft ein kleines Beil an eine Wand seiner Werkstatt ."
"Man , son , and vendor smile while holding souvenir magazines .","Mann , Sohn und Verkäufer halten Souvenirzeitschriften und lächeln ."
"A beautiful view of the mountains on a snowy day .","Eine schöne Ansicht der Berge an einem verschneiten Tag ."
"A German shepherd is playing with a red ball .","Ein Deutscher Schäferhund spielt mit einem roten Ball ."
"One boy and a girl dressed in snowsuits , jumped in air with hands raised in lots of snow .","Ein Junge und ein Mädchen in Schneeanzügen heben die Arme hoch und springen in viel Schnee ."
"A man beige shirt having a drink .","Ein Mann mit beigem Hemd trinkt etwas ."
"A young in a white dress standing in front of a fence and fountain .","Eine junge Person in weißem Kleid steht vor einem Zaun und einem Brunnen ."
"A man is holding a dish of squid .","Ein Mann hält einen Teller mit einem Tintenfischgericht ."
"A butcher cutting fish to be sold at the market","Ein Metzger , der Fisch zum Verkauf auf dem Markt schneidet"
"Dog trotting with a rubber duck in its mouth","Ein Hund , der mit einer Gummiente im Maul vor sich hin trottet"
"A group of young adults gathers around on the floor to play a complex board game .","Eine Gruppe junger Erwachsener sitzt auf dem Boden zusammen , um eine kompliziertes Brettspiel zu spielen ."
"Two dogs fight over a stick in a flooded field .","Zwei Hunde kämpfen in einem überfluteten Feld um einen Stock ."
"A mom and son enjoying a day in the park .","Mutter und Sohn genießen einen Tag im Park ."
"People walk along on the street .","Leute gehen auf der Straße entlang ."
"A sky @-@ view at a diner overlooking the people in the booths .","Eine Vogelperspektive auf eine Gaststätte , die einen Überblick über die Menschen auf den Sitzgruppen bietet ."
"A boy is feeding birds in a park .","Ein Junge füttert die Vögel im Park ."
"Two men and two women standing at the window of a ticket booth .","Zwei Männer und zwei Frauen , die am Fenster eines Fahrkartenschalters stehen ."
"A beautiful day to lay by the Ocean , waiting for the waves .","Ein schöner Tag , um am Meer zu liegen und auf die Wellen zu warten ."
"Four bicyclists ride along a dirt road between two wire fences .","Vier Fahrradfahrer fahren auf einer unbefestigten Straßen zwischen zwei Drahtzäunen ."
"Young girl practicing her pan flipping skills .","Ein Mädchen übt , den Pfanneninhalt aus dem Handgelenk zu wenden ."
"A man sits ourdoors next to cardboard boxes and plays an instrument .","Ein Mann sitzt draußen neben Kartons und spielt ein Instrument ."
"Workers wearing hard hats and face masks process waste .","Arbeiter mit Schutzhelmen und Gesichtsmasken verarbeiten Abfälle ."
"A child in red jumps on a red object while others laugh .","Ein rot gekleidetes Kind springt auf ein rotes Objekt , während andere lachen ."
"A woman reads a book in a subway station .","Eine Frau in einer U @-@ Bahn @-@ Station liest ein Buch ."
"A woman in a red sports @-@ bra runs on the sidewalk past a brick fence .","Eine Frau mit rotem Sport @-@ BH rennt auf dem Bürgersteig an einer Ziegelmauer entlang ."
"A girl with dyed red @-@ hair wearing striped clothing talking on a cellphone .","Ein Mädchen mit gefärbten roten Haaren und gestreifter Kleidung , das am Handy spricht ."
"A person stands between two giant statues that look like faces .","Eine Person steht zwischen zwei riesigen Statuen , die wie Gesichter aussehen ."
"A priest rubs a cross on a man 's forehead .","Ein Priester malt einem Mann ein Kreuz auf die Stirn ."
"A man leads a caravan of six camels and their riders up a sandy hill , with rocky mountains in the background .","Ein Mann führt einen Karneval mit sechs Kamelen und ihren Reitern einen Sandhügel hinauf , im Hintergrund sind Gebirge zu sehen ."
"An elderly person is crouched down and holding a cane .","Eine ältere Person in geduckter Haltung , die einen Stock hält ."
"Painters in red overalls painting a large door from blue to gray .","Maler in roten Overalls übermalen eine große blaue Tür mit Grau ."
"A man shaving another man in a barber shop .","Ein Mann in einem Friseurladen , der einen anderen Mann rasiert ."
"A crowd of young people in winter clothing , waiting for the train .","Eine Menge junger Leute in Winterkleidung , die auf den Zug warten ."
"The dog walks through the cold water .","Der Hund läuft durch das kalte Wasser ."
"A white dog jumps up to catch a soccer ball in landscaped grassy yard .","Ein weißer Hund auf einem gärtnerisch gestalteten mit Gras bewachsenem Hof springt hoch , um einen Fußball zu fangen ."
"A man wearing a dark top and white pants lies down in the shade on park bench .","Ein Mann mit einem dunklen Oberteil und weißen Hosen liegt im Schatten auf eine Parkbank ."
"Adults in winter jackets and hats swing brooms at a little yellow ball while a black dog looks on .","Erwachsene mit Winterjacken und Mützen schwingen Besen zu einem kleinen gelben Ball , ein schwarzer Hund sieht zu ."
"The man and the woman are sitting at a table .","Der Mann und die Frau sitzen an einem Tisch ."
"Children play basketball on a court .","Kinder spielen in einem Hof Basketball ."
"Several women sitting in chairs in front of a wall of mirrors .","Mehrere Frauen , die vor einer Spiegelwand in Sesseln sitzen ."
"A caravan of green and red vehicles going up a mountain .","Eine Karawane grüner und roter Fahrzeuge , die einen Berg hinauf fahren ."
"A man dressed in winter clothes is on the beach wiht a dog .","Ein Mann in Winterkleidung ist mit einem Hund am Strand ."
"A toddler poses in front of a computer at a business office .","Ein Kleinkind posiert vor einem Computer in Geschäftsräumen ."
"A sculptor in a blue sweater chiseling a piece of stone .","Ein Bildhauer mit blauem Pullover meißelt an einem Stück Stein ."
"A woman tries to cross the road before a man on a red scooter .","Eine Frau versucht , die Straße vor einem Mann auf einem roten Motorroller zu überqueren ."
"An elderly woman is looking at a teenage boy","Eine ältere Frau blickt auf einen Teenager ."
"A large group of people dressed casually gather to dance .","Viele leger gekleidete Personen versammeln sich , um zu tanzen ."
